"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-08-27","0.00"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-08-28","0.18"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-08-29","0.02"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-08-30","2.03"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-08-31","1.80"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-09-01","0.67"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-09-02","2.31"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-09-03","0.00"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-09-04","0.00"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-09-05","0.00"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-09-06","0.00"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-09-07","0.00"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-09-08","0.00"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-09-09","0.07"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-09-10","0.00"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-09-11","0.00"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-09-12","0.04"
"US1FLHB0184","SEFFNER 0.9 W, FL US","27.9976","-82.2896","25.0","2023-09-13","0.09"
"US1FLHB0187","RUSKIN 6.2 ENE, FL US","27.7639884","-82.3441468","18.0","2023-08-27","0.00"
"US1FLHB0187","RUSKIN 6.2 ENE, FL US","27.7639884","-82.3441468","18.0","2023-08-28","0.00"
"US1FLHB0187","RUSKIN 6.2 ENE, FL US","27.7639884","-82.3441468","18.0","2023-08-29","0.00"
"US1FLHB0187","RUSKIN 6.2 ENE, FL US","27.7639884","-82.3441468","18.0","2023-08-30","3.23"
"US1FLHB0187","RUSKIN 6.2 ENE, FL US","27.7639884","-82.3441468","18.0","2023-08-31","0.71"
"US1FLHB0187","RUSKIN 6.2 ENE, FL US","27.7639884","-82.3441468","18.0","2023-09-01","0.00"
"US1FLHB0187","RUSKIN 6.2 ENE, FL US","27.7639884","-82.3441468","18.0","2023-09-02","0.00"
